Age,Height,Weight,Gender_Female,Gender_Male,family_history_with_overweight_no,family_history_with_overweight_yes,FAVC_no,FAVC_yes,FCVC_1,FCVC_2,FCVC_3,NCP_1,NCP_2,NCP_3,NCP_4,CAEC_Always,CAEC_Frequently,CAEC_Sometimes,CAEC_no,SCC_no,SCC_yes,FAF_0,FAF_1,FAF_2,FAF_3,TUE_0,TUE_1,TUE_2,CALC_Always,CALC_Frequently,CALC_Sometimes,CALC_no,NObeyesdad
-0.5217412208658921,-0.8755893428985058,-0.8625581878787723,True,False,False,True,True,False,False,True,False,False,False,True,False,False,False,True,False,True,False,True,False,False,False,False,True,False,False,False,False,True,Normal_Weight
-0.5217412208658921,-1.9475992778306654,-1.1680769935237438,True,False,False,True,True,False,False,False,True,False,False,True,False,False,False,True,False,False,True,False,False,False,True,True,False,False,False,False,True,False,Normal_Weight
-0.2070567302236356,1.0540285399793792,-0.36609012870569374,False,True,False,True,True,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False,True,False,False,Normal_Weight
0.42231225106087744,1.0540285399793792,0.015808378350520555,False,True,True,False,True,False,False,False,True,False,False,True,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,True,False,False,Overweight_Level_I
-0.36439897554476386,0.8396265529929473,0.12273996032626044,False,True,True,False,True,False,False,True,False,True,False,False,False,False,False,True,False,True,False,True,False,False,False,True,False,False,False,False,True,False,Overweight_Level_II
0.736996741703134,-0.8755893428985058,-1.282646545640608,False,True,True,False,False,True,False,True,False,False,False,True,False,False,False,True,False,True,False,True,False,False,False,True,False,False,False,False,True,False,Normal_Weight
-0.2070567302236356,-2.162001264817097,-1.2062668442293651,True,False,False,True,False,True,False,False,True,False,False,True,False,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,True,False,Normal_Weight
-0.36439897554476386,-0.6611873559120762,-1.282646545640608,False,True,True,False,True,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False,False,True,True,False,False,False,False,True,False,Normal_Weight
-0.049714484902507336,0.8396265529929473,-0.8625581878787723,False,True,False,True,False,True,False,False,True,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,True,False,False,True,False,False,Normal_Weight
-0.36439897554476386,0.1964205920336515,-0.7097987850562866,False,True,False,True,False,True,False,True,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,True,False,False,False,False,True,Normal_Weight
0.2649700057397492,1.590033507445459,0.7032256910517063,False,True,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False,Obesity_Type_I
-0.5217412208658921,0.1964205920336515,-0.2515205765888294,True,False,False,True,False,True,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,False,True,False,Overweight_Level_II
-0.36439897554476386,-0.5539863624188602,-1.1680769935237438,False,True,True,False,True,False,False,False,True,False,False,True,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,False,True,False,Normal_Weight
2.6251036855566734,1.0540285399793792,0.4740865868179777,False,True,True,False,False,True,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False,True,False,False,Obesity_Type_I
-0.2070567302236356,0.7324255594997313,-1.015317590701258,False,True,False,True,False,True,False,False,True,True,False,False,False,False,False,True,False,True,False,False,True,False,False,False,True,False,False,False,True,False,Normal_Weight
-0.36439897554476386,-0.017981394952780436,-0.7861784864675294,True,False,False,True,True,False,False,False,True,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,False,True,False,Normal_Weight
0.42231225106087744,2.4476414553911843,0.588656138934842,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,True,False,Overweight_Level_II
0.736996741703134,-1.8403982843374496,-0.3279002780000723,True,False,True,False,False,True,False,True,False,True,False,False,False,False,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,True,Obesity_Type_I
0.8943389870242623,0.08921959854043553,-0.17514087517758659,True,False,False,True,False,True,False,False,True,False,False,False,True,False,True,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True,Overweight_Level_II
-0.2070567302236356,-0.5539863624188602,-0.6334190836450437,True,False,False,True,True,False,False,True,False,True,False,False,False,False,False,True,False,True,False,True,False,False,False,True,False,False,False,False,True,False,Overweight_Level_I
-0.36439897554476386,-0.5539863624188602,-0.2515205765888294,False,True,False,True,True,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,True,Overweight_Level_II
4.355868384089084,-0.1251823884459964,0.015808378350520555,True,False,False,True,False,True,False,False,True,True,False,False,False,False,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,True,Obesity_Type_I
-0.36439897554476386,-0.5539863624188602,-1.015317590701258,True,False,False,True,False,True,False,False,True,False,False,True,False,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,True,False,Normal_Weight
-0.36439897554476386,-1.0899913298849377,-0.17514087517758659,True,False,False,True,False,True,True,False,False,True,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,True,False,False,True,False,Obesity_Type_I
-0.5217412208658921,1.590033507445459,-0.7097987850562866,False,True,False,True,False,True,False,True,False,False,False,True,False,False,False,True,False,True,False,True,False,False,False,False,True,False,False,False,True,False,Normal_Weight
-0.6790834661870204,-1.0899913298849377,-1.3972160977574724,False,True,False,True,True,False,False,True,False,False,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False,True,Normal_Weight
-0.5217412208658921,-0.017981394952780436,-0.8243683371731508,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,True,True,False,False,False,Normal_Weight
-0.2070567302236356,-1.0899913298849377,-1.3208363963462295,True,False,True,False,False,True,False,True,False,False,False,False,True,False,True,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False,Normal_Weight
-0.8364257115081487,0.5180235725132994,-0.40427997941131516,False,True,False,True,False,True,False,False,True,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False,True,False,False,False,True,False,Normal_Weight
-0.2070567302236356,-0.23238338193921237,-0.6334190836450437,False,True,True,False,False,True,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False,True,False,False,Normal_Weight
0.736996741703134,0.7324255594997313,-0.13695102447196517,False,True,True,False,False,True,True,False,False,False,False,False,True,False,True,False,False,True,False,True,False,False,False,False,True,False,False,False,False,True,Overweight_Level_I
1.0516812323453906,-1.3043933168713697,-0.7097987850562866,True,False,False,True,True,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,True,False,Overweight_Level_II
-0.049714484902507336,0.7324255594997313,-0.40427997941131516,True,False,True,False,True,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,True,False,False,False,True,False,Normal_Weight
2.3104191949144166,0.9468275464861633,0.13037793046738483,False,True,True,False,True,False,False,True,False,True,False,False,False,False,False,True,False,True,False,True,False,False,False,True,False,False,False,False,True,False,Overweight_Level_II
-0.36439897554476386,-0.5539863624188602,-0.9389378892900152,False,True,True,False,False,True,False,True,False,False,False,False,True,False,True,False,False,True,False,False,False,True,False,True,False,False,False,False,True,False,Normal_Weight
-0.5217412208658921,-2.162001264817097,-0.8243683371731508,True,False,False,True,True,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False,True,False,Overweight_Level_II
-0.36439897554476386,-1.5187953038578017,-1.4354059484630937,True,False,True,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False,True,False,False,True,False,True,False,False,False,False,False,True,Normal_Weight
-0.5217412208658921,-1.0899913298849377,-1.4735957991687152,True,False,True,False,False,True,False,True,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,True,False,Normal_Weight
-0.2070567302236356,-0.5539863624188602,-0.747988635761908,False,True,False,True,False,True,False,True,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,True,False,False,False,True,False,Normal_Weight
-0.5217412208658921,0.5180235725132994,0.05399822905614198,True,False,False,True,False,True,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False,False,True,True,False,False,False,False,True,False,Overweight_Level_II
-0.5217412208658921,-0.3395843754324283,-0.4424698301169366,True,False,False,True,False,True,False,True,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,True,False,Overweight_Level_I
-0.2070567302236356,-0.23238338193921237,-1.015317590701258,False,True,True,False,True,False,False,True,False,False,False,False,True,False,True,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True,Normal_Weight
-0.5217412208658921,-0.4467853689256443,-0.8625581878787723,True,False,False,True,False,True,True,False,False,False,False,True,False,False,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,True,Normal_Weight
-0.5217412208658921,-0.4467853689256443,-0.9389378892900152,False,True,False,True,False,True,False,True,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,True,False,False,True,False,False,Normal_Weight
-0.5217412208658921,1.1612295334725953,-0.2515205765888294,False,True,True,False,True,False,True,False,False,False,False,True,False,False,False,False,True,True,False,False,False,True,False,True,False,False,False,False,False,True,Normal_Weight
-0.5217412208658921,-1.8403982843374496,-0.8243683371731508,True,False,False,True,True,False,False,True,False,False,False,True,False,False,False,True,False,True,False,True,False,False,False,False,True,False,False,False,False,True,Overweight_Level_II
